start time	end time	category	Nth instance	# descriptors	descriptors...	
00:00:02:47	00:20:41:79	1ST	1	0	
00:00:02:83	00:00:09:83	Nuetral Zone Faceoff	1	7	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	
00:00:03:47	00:00:51:14	7 Draeger	1	11	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	11 Holland	15 MacEachern	27 Appleton	26 Haag	
00:00:03:47	00:00:40:91	21 Cox	1	8	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	11 Holland	
00:00:03:47	00:00:38:47	22 Stenglein	1	8	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	11 Holland	
00:00:03:47	00:00:39:47	20 Ferrantino	1	8	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	11 Holland	
00:00:03:47	00:00:34:17	4 Walsh	1	7	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	
00:00:03:83	00:00:09:27	Neutral Zone	1	7	EVS	1ST Period	20 Ferrantino	4 Walsh	21 Cox	7 Draeger	22 Stenglein	
00:00:04:76	00:00:23:76	Retrieval	1	7	1ST Period	4 Walsh	EVS	21 Cox	7 Draeger	20 Ferrantino	22 Stenglein	
00:00:08:27	00:00:14:32	Defensive Zone	1	7	1ST Period	4 Walsh	EVS	21 Cox	7 Draeger	20 Ferrantino	22 Stenglein	
00:00:09:32	00:00:24:32	Exit w/o Possesion	1	7	1ST Period	21 Cox	EVS	20 Ferrantino	7 Draeger	22 Stenglein	4 Walsh	
00:00:15:71	00:00:22:64	Defensive Zone	2	0	
00:00:17:64	00:00:32:64	Exit w/ Possesion	1	7	1ST Period	21 Cox	7 Draeger	EVS	22 Stenglein	20 Ferrantino	4 Walsh	
00:00:19:85	00:00:34:85	Carry Entry	1	7	1ST Period	20 Ferrantino	21 Cox	4 Walsh	7 Draeger	EVS	22 Stenglein	
00:00:22:63	00:00:25:05	Neutral Zone	2	7	1ST Period	21 Cox	7 Draeger	EVS	22 Stenglein	20 Ferrantino	4 Walsh	
00:00:24:05	00:00:37:60	Offensive Zone	1	2	1ST Period	EVS	
00:00:32:60	00:00:47:60	Rush Defense	1	7	1ST Period	21 Cox	EVS	22 Stenglein	20 Ferrantino	7 Draeger	11 Holland	
